corrected_grade,COURSE_NAME,COURSE_NUMBER,date_of_pull,grade_type,inc_reason,LETTER_GRADE,SIS_SECTION_ID,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
B,OL-Modern World 2,A200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6364,120219 A200,120219,100,77,,0,84,100
A,OL-English 10,B200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6310,120219 B200,120219,100,91,,0,94,100
B,OL-Math II,C220,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6322,120219 C220,120219,100,,78,0,85,100
A-,OL-Physics,D300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,6311,120219 D300,120219,100,87,,0,91,100
A,OL-Spanish 2,E200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6346,120219 E200,120219,75,,,0,93,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6325,120219 H130,120219,,,,0,,
NO GRADE,"SPS-Leadership I (10th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6325,120219 H130,120219,,,,0,,
P,Health and Well-being,I1043,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6062,120219 I1043,120219,100,93,,0,95,100
B+,OL-Modern World 2,A200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,6333,120222 A200,120222,33,90,,0,87,100
A,OL-English 10,B200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6363,120222 B200,120222,100,94,,0,96,100
A-,OL-Math II,C220,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,6322,120222 C220,120222,0,,100,0,91,100
B,OL-Physics,D300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6311,120222 D300,120222,0,90,,0,84,100
A,OL-Spanish 2,E200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6356,120222 E200,120222,25,,,0,93,100
A,OL- Intro to Visual Arts ,F502,1/15/2019 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6357,120222 F502,120222,100,93,,0,95,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6325,120222 H130,120222,,,,0,,
NO GRADE,"SPS-Leadership I (10th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6325,120222 H130,120222,,,,0,,
I,OL-Modern World 2,A200,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[X],I,6364,120223 A200,120223,0,31,,1,39,83
I,OL-English 10,B200,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,6310,120223 B200,120223,0,16,,0,11,0
C-,OL-Math II,C220,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,6360,120223 C220,120223,0,,70,0,70,100
I,OL-Physics,D300,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,6306,120223 D300,120223,0,15,,0,21,50
I,OL-Spanish 2,E200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,6305,120223 E200,120223,0,,,1,67,100
I,OL- Intro to Visual Arts ,F502,1/15/2019 12:00:00 AM,a_f_elec,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,6298,120223 F502,120223,100,78,,0,65,33
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6325,120223 H130,120223,,,,0,,
NO GRADE,"SPS-Leadership I (10th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6325,120223 H130,120223,,,,0,,
I,OL-Modern World 2,A200,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,6364,120224 A200,120224,0,76,,0,71,83
B+,OL-English 10,B200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,6310,120224 B200,120224,100,82,,0,87,100
B-,OL-Math II,C220,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6322,120224 C220,120224,0,,85,0,81,100
C+,OL-Physics,D300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,6311,120224 D300,120224,0,81,,0,78,100
B,OL-Spanish 2,E200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6346,120224 E200,120224,25,,,0,86,100
P,Health and Well-being,I1043,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6062,120224 I1043,120224,0,85,,0,81,100
B,OL-Modern World 2,A200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6333,120225 A200,120225,0,90,,0,84,100
B,OL-English 10,B200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6363,120225 B200,120225,100,75,,0,83,100
B,OL-Math II,C220,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6360,120225 C220,120225,0,,93,0,86,100
B+,OL-Physics,D300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,6306,120225 D300,120225,33,90,,0,87,100
B+,OL-Spanish 2,E200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,6305,120225 E200,120225,25,,,0,88,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6338,120225 H130,120225,,,,0,,
NO GRADE,"SPS-Leadership I (10th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6338,120225 H130,120225,,,,0,,
P,Health and Well-being,I1043,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,6063,120225 I1043,120225,0,99,,0,90,100
NO GRADE,WA History - Olympus,S5000,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7775,120225 S5000,120225,100,,,0,,100
B,OL-Modern World 2,A200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6333,120226 A200,120226,0,92,,0,85,100
A+,OL-English 10,B200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,6363,120226 B200,120226,100,98,,0,99,100
B,OL-Math II,C220,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6360,120226 C220,120226,0,,93,0,86,100
B+,OL-Physics,D300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,6306,120226 D300,120226,0,96,,0,88,100
B+,OL-Spanish 2,E200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,6305,120226 E200,120226,25,,,0,87,100
A,OL- Intro to Visual Arts ,F502,1/15/2019 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6352,120226 F502,120226,100,93,,0,95,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6325,120226 H130,120226,,,,0,,
NO GRADE,"SPS-Leadership I (10th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6325,120226 H130,120226,,,,0,,
NO GRADE,WA History - Olympus,S5000,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7775,120226 S5000,120226,100,,,0,,100
C,OL-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,6358,120228 A300,120228,0,77,,0,75,100
I,OL-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,6345,120228 B300,120228,0,79,,0,73,85
B-,OL-Math III,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6351,120228 C320,120228,0,,85,0,81,100
C,OL-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,6337,120228 D200,120228,0,75,,0,74,100
B-,OL-Spanish 2,E200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6356,120228 E200,120228,25,,,0,81,100
B+,OL- Intro to Visual Arts ,F502,1/15/2019 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,6362,120228 F502,120228,100,82,,0,87,100
B,College Readiness OL,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6353,120228 H130,120228,100,75,,0,83,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6308,120228 H130,120228,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6308,120228 H130,120228,,,,0,,
NO GRADE,WA History - Olympus,S5000,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7775,120230 S5000,120230,100,,,0,,100
C+,OL-Modern World 2,A200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,6333,120232 A200,120232,33,76,,0,77,100
I,OL-English 10,B200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[X] Ovrdue Proj?[_],I,6363,120232 B200,120232,0,45,,0,53,100
A-,OL-Math II,C220,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,6322,120232 C220,120232,0,,100,0,91,100
C+,OL-Physics,D300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,6311,120232 D300,120232,33,76,,0,77,100
B-,OL-Spanish 1,E100,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6317,120232 E100,120232,25,,,0,81,100
I,OL- Intro to Visual Arts ,F502,1/15/2019 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[X] Ovrdue Proj?[_],I,6352,120232 F502,120232,100,63,,0,74,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6325,120232 H130,120232,,,,0,,
NO GRADE,"SPS-Leadership I (10th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6325,120232 H130,120232,,,,0,,
C,OL-Modern World 1,A100,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,6343,120233 A100,120233,0,76,,0,74,100
A-,OL-English 9,B100,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,6340,120233 B100,120233,100,85,,0,90,100
A,OL-Math I,C120,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6336,120233 C120,120233,100,,93,0,95,100
A,OL-The Living Earth,D100,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6334,120233 D100,120233,50,96,,0,93,100
A-,OL-Spanish 1,E100,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,6372,120233 E100,120233,0,,,0,91,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6366,120233 H130,120233,,,,0,,
NO GRADE,"SPS-Leadership I (9th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6366,120233 H130,120233,,,,0,,
P,Health and Well-being,I1043,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,6060,120233 I1043,120233,0,81,,0,78,100
B-,OL-AP Government,A400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6331,120236 A400,120236,0,85,,0,81,100
B,OL-AP English Literature,B400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6367,120236 B400,120236,50,85,,0,85,100
A-,OL-Modeling & Statistical Reasoning,C402,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,6296,120236 C402,120236,100,,88,0,92,100
B-,OL-AP Environmental Science,D430,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6294,120236 D430,120236,0,85,,0,81,100
A,OL-Spanish 2,E200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6356,120236 E200,120236,25,,,0,93,100
A,OL- Intro to Visual Arts ,F502,1/15/2019 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6362,120236 F502,120236,100,90,,0,93,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6321,120236 H130,120236,,,,0,,
NO GRADE,"SPS-Leadership I (12th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6321,120236 H130,120236,,,,0,,
NO GRADE,WA Health - Olympus 2018-19,I199,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7594,120240 I199,120240,100,,,0,,100
A+,OL-Math III,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,6348,120241 C320,120241,100,,100,0,100,100
A+,OL-Physics,D300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,6311,120241 D300,120241,100,96,,0,97,100
A+,OL-Spanish 2,E200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,6305,120241 E200,120241,100,,,0,100,100
A+,College Readiness OL,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,6353,120241 H130,120241,100,100,,0,100,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6308,120241 H130,120241,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6308,120241 H130,120241,,,,0,,
P,Health and Well-being,I1043,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6063,120241 I1043,120241,100,94,,0,96,100
C,OL-Modern World 2,A200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,6333,120242 A200,120242,0,76,,0,74,100
I,OL-English 10,B200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[X] Ovrdue Proj?[_],I,6363,120242 B200,120242,100,64,,0,75,100
C+,OL-Math II,C220,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,6360,120242 C220,120242,100,,70,0,79,100
C,OL-Physics,D300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,6306,120242 D300,120242,0,77,,0,75,100
C-,OL-Spanish 2,E200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,6305,120242 E200,120242,25,,,0,72,100
A-,OL- Intro to Visual Arts ,F502,1/15/2019 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,6352,120242 F502,120242,100,86,,0,90,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6338,120242 H130,120242,,,,0,,
NO GRADE,"SPS-Leadership I (10th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6338,120242 H130,120242,,,,0,,
NO GRADE,WA History - Olympus,S5000,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7775,120242 S5000,120242,100,,,0,,100
I,OL-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,6358,120244 A300,120244,0,58,,0,56,75
I,OL-English 10,B200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[X] Ovrdue Proj?[_],I,6363,120244 B200,120244,100,29,,0,50,100
B-,OL-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6345,120244 B300,120244,100,72,,0,80,100
C-,OL-Math III,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,6351,120244 C320,120244,0,,70,0,70,100
C,OL-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,6371,120244 D200,120244,0,75,,0,74,100
B-,OL-Spanish 2,E200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6305,120244 E200,120244,100,,,0,80,100
B,College Readiness OL,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6353,120244 H130,120244,100,78,,0,85,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6308,120244 H130,120244,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6308,120244 H130,120244,,,,0,,
NO GRADE,WA Health - Olympus 2018-19,I199,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7594,120244 I199,120244,100,,,0,,100
I,OL-English 9,B100,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[X] Ovrdue Proj?[_],I,6340,120247 B100,120247,0,49,,0,55,100
I,OL-English 10,B200,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,6310,120247 B200,120247,100,10,,0,27,50
NO GRADE,OL-Math I,C120,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,6365,120247 C120,120247,50,,,0,,100
I,OL-Math II,C220,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,6322,120247 C220,120247,0,,,0,,0
I,OL-Physics,D300,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,6306,120247 D300,120247,0,,,0,,50
I,OL-Spanish 3,E300,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,6361,120247 E300,120247,0,,,0,86,75
C-,OL-Modern World 2,A200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,6333,120248 A200,120248,0,70,,0,70,100
B-,OL-English 10,B200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6363,120248 B200,120248,0,84,,0,80,100
B-,OL-Math II,C220,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6322,120248 C220,120248,0,,85,0,81,100
B-,OL-Physics,D300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6306,120248 D300,120248,0,87,,0,82,100
NO GRADE,Teaching Assistant,I136OP,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7581,120248 I136OP,120248,,,,0,,
P,Health and Well-being,I1043,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6063,120248 I1043,120248,0,88,,0,83,100
B,OL-AP Government,A400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6331,120249 A400,120249,0,91,,0,85,100
A+,OL-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,6324,120249 B300,120249,100,96,,0,97,100
A,OL- AP Calculus,C400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6304,120249 C400,120249,50,,96,0,93,100
A-,OL-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,6371,120249 D200,120249,0,100,,0,91,100
A+,OL- Intro to Visual Arts ,F502,1/15/2019 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,6357,120249 F502,120249,100,97,,0,98,100
A+,College Readiness OL,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,6353,120249 H130,120249,100,100,,0,100,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6308,120249 H130,120249,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6308,120249 H130,120249,,,,0,,
NO GRADE,Teaching Assistant,I136OP,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7593,120249 I136OP,120249,,,,0,,
NO GRADE,WA Health - Olympus 2018-19,I199,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7594,120249 I199,120249,100,,,0,,100
NO GRADE,SI - Modern World 2 (JH),A200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7296,120251 A200,120251,0,,,0,,100
A+,SI-AP Government,A400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7222,120251 A400,120251,100,97,,0,98,100
NO GRADE,SI-English 9,B100,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7823,120251 B100,120251,0,,,0,,100
A,SI-AP English Literature,B400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7274,120251 B400,120251,100,93,,0,95,100
B+,SI-AP Calculus,C400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,7185,120251 C400,120251,0,,97,0,89,100
B,SI-AP Environmental Science,D430,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,7202,120251 D430,120251,33,86,,0,84,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7474,120251 H144,120251,,,,0,,
NO GRADE,SI-Marks & Layers: 2D/3D Visual Art,I1022,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7894,120251 I1022,120251,100,,,0,,100
NO GRADE,WA History- Sierra ,S5000,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7777,120251 S5000,120251,100,,,0,,100
NO GRADE,OL-AP US History (M),A300M,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7874,120253 A300,120253,22,,,0,,100
I,OL-AP English Language (M),B300M,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,7873,120253 B300,120253,14,,,1,,100
NO GRADE,OL-Math III (M),C320M,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7872,120253 C320,120253,33,,,0,,100
NO GRADE,OL-Chemistry (M),D200M,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7875,120253 D200,120253,33,,,0,,100
I,OL-Spanish 2,E200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,6356,120253 E200,120253,25,,,1,81,100
B,College Readiness OL,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6353,120253 H130,120253,100,75,,0,83,100
NO GRADE,Mentor,H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6308,120253 H130,120253,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H130,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,6308,120253 H130,120253,,,,0,,
P,Health and Well-being,I1043,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6061,120253 I1043,120253,0,89,,0,83,100
I,OL-Modern World 2,A200,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,6364,120254 A200,120254,0,72,,0,64,66
I,OL-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,6345,120254 B300,120254,0,73,,1,72,100
C,OL-Math III,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,6351,120254 C320,120254,0,,78,0,76,100
C,OL-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,6371,120254 D200,120254,0,79,,0,76,100
B,OL-Spanish 1,E100,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6372,120254 E100,120254,25,,,0,86,100
